t,x,y,z,qx,qy,qz,qw
1748101596.6805205,-0.8804971575737,0.0640721321105957,0.033855464309453964,-0.0104323485866189,0.026620959863066673,0.03441817685961723,0.9989984631538391
1748101596.7203465,-0.8804947733879089,0.06410159915685654,0.03385353460907936,-0.010357573628425598,0.02742413431406021,0.033942289650440216,0.9989938139915466
1748101596.7502666,-0.8805156350135803,0.06407031416893005,0.03387738764286041,-0.010473566129803658,0.027142148464918137,0.03400031477212906,0.9989983439445496
1748101596.7803547,-0.8805063962936401,0.06407725065946579,0.03386393189430237,-0.010588082484900951,0.026717303320765495,0.03404298797249794,0.9990071654319763
1748101596.7903037,-0.880500853061676,0.06405778974294662,0.03383185341954231,-0.010325964540243149,0.0274564977735281,0.03398425504565239,0.9989917874336243
1748101596.8102922,-0.8804990649223328,0.06406120955944061,0.033848583698272705,-0.010060207918286324,0.027121078222990036,0.0342591293156147,0.9989942908287048
1748101596.820902,-0.8804908394813538,0.06405974924564362,0.033842723816633224,-0.010527567937970161,0.027002481743693352,0.03416384384036064,0.9989959597587585
1748101596.840344,-0.8804816007614136,0.06408393383026123,0.03384195268154144,-0.010459990240633488,0.02738451026380062,0.03422703966498375,0.998984158039093
1748101596.8510845,-0.8805009722709656,0.06408181041479111,0.03385328873991966,-0.010753951035439968,0.027153387665748596,0.03389347344636917,0.9989987015724182
1748101596.8709424,-0.8804962635040283,0.06406089663505554,0.033841803669929504,-0.010227957740426064,0.027130968868732452,0.03401797264814377,0.999000608921051
1748101596.8829749,-0.8805005550384521,0.06408543884754181,0.033847566694021225,-0.010324821807444096,0.027029776945710182,0.034239545464515686,0.998994767665863
1748101596.9003375,-0.8804937601089478,0.06407284736633301,0.033840425312519073,-0.010446215979754925,0.027799446135759354,0.03398413211107254,0.9989810585975647
1748101596.9204571,-0.8805020451545715,0.06408613920211792,0.03383127972483635,-0.010271118953824043,0.027472620829939842,0.034093838185071945,0.9989882111549377
1748101596.9404585,-0.8804956078529358,0.06406033039093018,0.03381458297371864,-0.010079344734549522,0.02683054283261299,0.03417343646287918,0.9990049004554749
1748101596.9602864,-0.8805121183395386,0.06407935172319412,0.03382239490747452,-0.010459348559379578,0.027127224951982498,0.03420860692858696,0.9989917874336243
1748101596.98128,-0.8804925680160522,0.06408765912055969,0.03382581099867821,-0.010054683312773705,0.02711981162428856,0.03383349999785423,0.9990088939666748
1748101596.9903684,-0.8805099129676819,0.06407974660396576,0.03382464870810509,-0.009859309531748295,0.027354056015610695,0.03370973840355873,0.9990085959434509
1748101597.01051,-0.8805040717124939,0.06405393779277802,0.033837489783763885,-0.010966653004288673,0.027417879551649094,0.03408150002360344,0.9989827275276184
1748101597.0205142,-0.8805176615715027,0.06405218690633774,0.033862221986055374,-0.010619798675179482,0.02755609340965748,0.03380369767546654,0.9989921450614929
1748101597.0403488,-0.8805196285247803,0.0640774741768837,0.033843256533145905,-0.010800608433783054,0.027315523475408554,0.033843401819467545,0.9989954829216003
1748101597.0507355,-0.8805171251296997,0.06407089531421661,0.033857159316539764,-0.010703989304602146,0.02709568850696087,0.03399642929434776,0.9989972710609436
1748101597.0704253,-0.880498468875885,0.06408251076936722,0.03382008522748947,-0.010336294770240784,0.02718605101108551,0.03404168784618378,0.998997151851654
1748101597.0718799,-0.8805086016654968,0.06408031284809113,0.033836573362350464,-0.010321089997887611,0.02739356830716133,0.0341150127351284,0.9989891648292542
1748101597.0903327,-0.8804848194122314,0.06406792998313904,0.03381909802556038,-0.010244444943964481,0.02753097005188465,0.034217070788145065,0.9989826083183289
1748101597.1104856,-0.8804960250854492,0.06407799571752548,0.033857595175504684,-0.009966451674699783,0.027100786566734314,0.033814478665590286,0.9990109205245972
1748101597.1305935,-0.8804969191551208,0.06405381113290787,0.03383992984890938,-0.010516154579818249,0.02684173732995987,0.034396909177303314,0.998992383480072
1748101597.1513805,-0.8804920315742493,0.06407336890697479,0.033846087753772736,-0.010685599409043789,0.027524927631020546,0.033807266503572464,0.9989921450614929
